,Train IDs,Dev IDs,Test IDs
131,1054079762463973377,1061728766265880581,1109890120516284417
132,1108072629842391041,1106785644838182912,1113575940729085953
133,1058890601201127424,1046810169072668673,1109602117537464321
134,1045724963326611456,1113072243704201216,1037037227258200064
135,1055912818971734016,1045848403442163712,1062470093718937600
136,1116500593110147076,1106756897967878145,1061491259980693504
137,1034917161716920321,1110242773720915969,1108546561930219520
138,1114636101485047808,1053389906746191873,1058511486966874112
139,1057754597761183744,1105616669433581569,1115270425309777920
140,1114332121143762944,1117127063180197889,1110445370796965889
141,1109884093964021760,1056705767896768512,1107628318151581699
142,1115628440538046465,1054066820402024448,1114244802789273600
143,1105417426517348352,1115053108827230208,1115651523793518598
144,1050803241624236032,1107717449154260993,1109881221436198912
145,1116936777506312192,1044775151500480513,1113517914672566272
146,1109202047658790915,1107373783227207680,1115899208819777537
147,1105206747164262408,1106573332151967744,1116399997371781122
148,1055980378912186368,1035130399167598592,1034867790782423040
149,1058986865066274816,1110319844132446208,1045085286756208640
150,1108564002249031686,1063584019894476800,1108434445340758016
151,1058182825621381120,1058745794860367873,1047185468373135360
152,1113054483553103873,1117314975783997440,1113142093533380611
153,1052604768395423746,1107101902360268801,1114610686422863879
154,1114251901032443904,1107493527141969920,1116035614401601536
155,1049913185409601538,1037317632565960704,1105649960232591360
156,1059498592707141632,1114266010461310976,1044314075285639169
157,1110128190641467392,1108419364481568768,1058592078425276416
158,1113113339637456897,1058538965383438336,1113661078926495744
159,1105142455173828609,1057468133995352064,1050710621283643392
160,1052554196778545152,1042479877453164545,1057431128188039170
161,1035885160980533249,1114743207722721280,1050532510474625024
162,1116453986448617473,1057281802199621633,1106707571493220352
163,1114247191634137088,1110249210056716289,1042217078663593984
164,1054359885935267845,1108549142501117952,1044177880526270465
165,1110015505094438918,1045933420637872129,1063602331680301057
166,1056550980526002176,1045757691732414464,1044036911696957440
167,1106998615686426625,1044582561194827776,1113117629328261120
168,1034928825707188229,1057465963703123969,1108865016059576320
169,1107330354698956800,1043209159473283080,1106805736175292416
170,1056755742336786432,1048707472658026496,1105700744030760960
171,1109206768687763458,1053407213107269632,1062879659896041472
172,1108597479048544256,1114463505044865024,1115049297727213568
173,1035546994515824640,1036325834125135872,1105124051616448514
174,1116453402001715224,1057412287114420224,1053349233988911104
175,1055212593852375041,1109298368373616640,1057090641761574912
176,1058733313756725250,1061410118552694784,1108907836942225408
177,1034855829059584000,1062721961502171137,1024805262895579136
178,1114042297551851520,1105298222258507781,1057003409461649408
179,1105143999000731648,1063503907324862464,1061828676705230848
180,1107093770896470016,1035128792455565312,1106768577825304576
181,1108911538386231297,1114681621381251072,1051291155613110272
182,1049794020946452481,1057437947861975040,1051130538935939072
183,1057017858377474048,1108025057467658241,1058517586495893504
184,1105337283664904192,1057388615599296512,1114333375823740928
185,1056278931622555648,1041653217984163841,1058130377443893248
186,1035992340672872448,1106765151087280128,1106828274733334528
187,1116408201107378176,1057642874244907010,1035324085398593537
188,1106568173246185472,1107722857931591680,1062808340894490624
189,1115656225645981696,1061235017190379521,1058123956589346818
190,1114721696764891137,1115034619567464450,1114248320539435008
191,1051930197916758020,1107176107034451969,1109867150833934336
192,1050929020177698816,1107505694352134145,1057798042408095744
193,1107977994000363520,1055909474446254080,1110370376759103489
194,1049298429355155456,1049890518442934272,1115412072060342279
195,1044066322412376066,1049856767616868352,1106657103173902337
196,1115018885915336704,1043209544577347584,1116898106317201408
197,1115279594708459524,1108939086230773760,1108081927716827136
198,1062318676639080448,1107089132877242370,1061400938362101762
199,1062462191851528192,1108971937911312384,1034939924322115584
200,1053668594754772992,1107971365414543360,1042151256599482368
201,1056546274936274944,1108750238632816645,1057577929721462785
202,1051385843896737793,1108851111417516036,1115384511796264960
203,1114166254800121858,1054144471317639168,1062494928327073792
204,1107364030883266561,1105519894815277057,1105875349399834624
205,1106653583221624832,1034826995878653953,1057842053273567232
206,1057731867875704833,1106715130186719232,1063897500296364037
207,1046914370729578497,1056213445648048128,1035914114634272768
208,1043543628617015296,1109778916078768134,1108804729604313088
209,1107760134607044608,1107797151172710400,1113687267749564421
210,1106702984375726080,1107001437349990407,1050825970066890752
211,1063899953565700097,1061014982245208065,1110368097645547520
212,1113753423109705728,1106571484833738752,1110531659965833216
213,1062778888093384704,1044010021191704576,1050412750608842752
214,1055029842696056832,1035655594680639488,1053964819835961344
215,1110415828896399360,1114841461131026432,1106619475535777792
216,1115766981578383361,1106607394371657728,1114784150655909888
217,1113490446167224320,1107401117493809152,1044321688215859200
218,1113918724510117888,1107356216659980288,1042266507345096705
219,1114177145063051264,1117504341575917568,1114645537146449921
220,1108914662786154497,1054184163488788480,1042072743133544448
221,1116743040356487169,1113350567110246401,1046950502402002949
222,1058185544935436288,1114808799678935041,1057987103173365765
223,1105558988198957056,1057471626965598208,1063902244712656897
224,1053834801709547520,1058532973333614594,1114976253516423168
225,1037188893613936640,1108836873827504129,1108564076571975681
226,1037423575479799808,1051150640011972608,1057088252216311808
227,1113138731358203905,1036272439729242112,1053841368441737216
228,1035963059947352064,1114970981687287809,1109983270022844417
229,1115195658351280128,1117241842477748230,1046275065476775936
230,1109685235908857857,1042727677982138370,1106835705198710784
231,1113351918972100608,1107456933106278400,1108543156658864128
232,1114999856668581889,1113096171554291714,1113596794565464064
233,1044731620698333184,1062087010842750980,1113188612454137858
234,1044477676684279808,1107134427241439232,1063991714178846720
235,1109351648759967750,1058148528244056064,1113916195210764288
236,1113216560166895616,1116358176608280576,1110441914665320449
237,1116697118956146689,1046973939271049217,1047023825454600192
238,1114988098566287360,1107804653083942912,1108097788909375490
239,1046456309120462848,1114969890648199168,1062437884802809856
240,1057481744121774080,1063379449629081600,1105194904597209088
241,1049746318841786369,1057692457335369728,1105600891363737603
242,1049454507858382848,1063439199787864064,1053866832556425216
243,1061818937657049089,1105617375783673856,1107795780826480641
244,1113162794340319233,1115419602585051136,1107387893541232642
245,1052578433635676160,1044725096588472321,1114373415685840896
246,1056512736585310208,1044153695439638528,1113840493077630976
247,1116704372866592768,1058972964723548160,1061662530463064071
248,1108813728760254464,1116684169671847939,1050152470574456832
249,1044838759605444608,1055260190025539584,1106960080694583296
250,1115359665842475009,1060993259097522176,1109446237852450816
251,1105832908105961477,1049968510296821760,1057748846179241984
252,1115162844629172224,1109500253294809090,1116308727882223616
253,1115423998073081857,1042554391365083136,1109102107548893184
254,1058913922714079233,1108294721288339456,1106865399688118272
255,1058048843839729664,1116434047880892416,1109416005762056192
256,1114645912662499328,1062411558767202305,1063599198984130560
257,1107284944441802758,1054233477426626560,1113439959371911168
258,1113540564090335234,1115977243271081986,1116375065489231872
259,1107439635830067201,1061192430794498048,1105497451115544578
260,1064300194177720320,1043524088856174592,1109903594986319872
261,1113462331403579393,1114741421897080832,1115796184659103745
262,1105206261547556864,1113984044159590400,1036281738090041344
263,1114644621223710720,1107982205840551937,1109806440724774912
264,1107100475478941696,1113584696028553217,1064239544000831490
265,1058269063133052928,1115675768955207680,1115746244033503233
266,1109638580584873984,1054199415039291392,1058103018330165248
267,1114757179628826624,1114317059670700032,1058202133474902017
268,1113543849715093504,1043102290549399552,1108301258497187846
269,1053910778800148481,1109291310819606528,1116380692064210945
270,1116693463607603200,1117105498749325312,1034928116257382401
271,1105217410242695169,1109044961343926272,1036246511686963200
272,1105530793110192128,1046838830228287488,1115660329386676227
273,1058161925069197312,1057379521631006721,1054508250912108544
274,1113869803624726529,1058291918281465858,1109903055204638721
275,1059526892905213952,1037189443390717952,1114758165382307841
276,1053368550851821569,1106674005455634434,1053788544009945089
277,1114949223701725184,1108910132946178048,1024077365373227008
278,1061853138045599744,1061265773845471233,1064367919084097536
279,1105557823797248001,1114959581371748352,1024604529134907393
280,1114980555731369989,1113989854604427265,1108400026328489987
281,1051318543600443392,1109946804257411072,1109195496541900801
282,1061473355084251136,1051510609689399296,1047135867960143875
283,1061033857770815488,1056294390547787777,1114218815494086662
284,1063992371950571520,1113832573870804992,1116281663921762304
285,1063887733683310593,1042594867191472139,1109963122821992450
286,1045710810528415744,1036333782238937088,1109859110261018625
287,1109627496914247681,1115399323951534080,1114248174414323719
288,1105608010234241026,1116660619976032260,1106957685898051584
289,1062948305557221376,1114184882907799552,1034877991459979266
290,1105199863455727619,1114839074504884224,1113222329214095360
291,1055310435824664576,1053880601533710336,1064253056676696064
292,1107960955906985986,1107535921954447360,1107364431498043392
293,1062895521126379520,1051253154585694209,1056736675550892032
294,1062853491805294593,1051594253967736833,1108081074847051776
295,1050635792790347776,1110186219563032578,1054119704304992256
296,1116808470630752256,1108567834383261696,1113738500694859777
297,1042673189132926978,1106672793612099585,1108326487474745344
298,1063890976337522688,1056153714526892032,1107894624666845184
299,1108219800894038016,1114900778714587137,1113898361650909185
300,1057877958667337728,1057224879257407488,1114484230065664001
301,1105376264590749701,1113125851648843776,1109688447936143361
302,1055970669685428224,1106503148728922112,1107679154743451651
303,1114336719313223681,1108223792004952064,1053708870600810497
304,1063665381938589696,1054614562949935105,1034736819789750272
305,1106728374087618560,1110383373694853121,1063787173458137090
306,1117282811248095233,1109148228899893248,1035149310038618112
307,1057769798166372352,1053359284166156288,1116483741952741379
308,1113066037757411331,1037001038937686016,1114179521177985024
309,1045907893969702912,1061848200191954944,1117147560827871234
310,1052559249149026304,1046181127248130049,1056767565723246592
311,1051653687175729152,1109978744628764672,1043504077857071104
312,1117555314470150145,1110019487401570304,1057057735756390400
313,1035014874496163841,1056201328081465344,1110282906272976898
314,1049993719372570624,1055295289437896704,1061742210956357632
315,1108507230133989379,1105123798888648704,1062266554493136896
316,1113590292320595974,1058173950587531264,1064007494547042305
317,1043159325173313536,1058602850886934528,1047233479514017793
318,1062874655034351618,1057427339749974016,1061251397411315712
319,1052638759441842176,1053321772274200576,1056699375471210496
320,1108024146644992002,1113517234289139712,1054174769514512384
321,1035122012988104705,1046557521824149504,1109673276270411776
322,1108253395595464710,1061788070125752320,1050792216673886208
323,1109150903943266304,1052551068285059072,1107761337671643136
324,1115987211151978496,1105750260033437696,1113888659818917888
325,1114468663778775041,1036018484608565248,1050194923415396353
326,1110385755921305601,1105656545105334273,1114975202579030016
327,1108439485501444096,1057690003403366401,1116044056352702466
328,1114098947428057088,1113848825930813442,1057757913467535360
329,1114957160331526149,1047290667414802432,1061520989224239109
330,1116387755511173120,1107753194673836032,1051581391895433219
331,1047524191036166144,1114890019540557824,1109150901724504064
332,1117187460520448000,1113844986447945728,1056225446130532352
333,1058103031894429696,1105571603054841858,1114581548936892416
334,1050040248279986176,1044213631578263552,1035003596050452486
335,1105325112675495936,1115072559865827329,1063440109985517568
336,1053492898891739136,1044242171547705345,1114589089020301312
337,1105643293029949440,1041631983946784769,1057001469084426245
338,1058030998854594560,1105549570631782400,1108386064077651969
339,1115660802206392320,1113896143249969153,1042067385643958273
340,1107862057058099200,1063712503908261888,1042153762201071616
341,1050862517730328581,1046862154262093825,1037037807238184960
342,1116935424864342016,1036032753307983872,1116648332066213894
343,1115432104119029760,1060887349515747328,1034860877814673408
344,1035498132921049088,1107703313863081984,1107796689920946177
345,1114958282916020230,1023976217232506880,1056701407007592448
346,1053303166979125249,1041772232836505600,1042755940863418368
347,1113514908291870721,1053697890818785280,1113017568766373888
348,1063424816856862720,1037091050307891200,1061161453904834560
349,1041880071621857282,1034827616757395456,1106675169718951938
350,1047250966490148864,1109111607404175362,1110364292841439233
351,1055255218009595904,1062071717521170432,1113423770390343681
352,1037467854239481856,1063873001609924614,1063853291552063488
353,1115874720828862468,1114817646913048576,1105609159872077824
354,1057608076235141120,1046957513277693952,1061220807525961728
355,1059051516085047296,1107035398759477255,1054149802731155456
356,1105576293524037635,1115285298563375105,1114205083850477574
357,1110174450069241857,1117258751831105536,1116002172582420483
358,1110384504575799296,1107025957645418497,1063451859053174784
359,1109080594829508615,1109808982275883008,1062819221007032320
360,1037290617141776389,1051306788203556864,1041824536319090688
361,1037093047664893957,1035357589440225280,1061805835926429696
362,1105656855135748097,1062501198907944960,1062913521078419456
363,1043662699048112128,1046289753874845696,1108547857785806848
364,1061859820439986176,1108223917167124480,1107753891452645377
365,1115804657572560896,1057191067508867072,1110257688469032963
366,1115819814604251136,1044260610161221632,1114484452292538368
367,1044662517241384960,1113620022922969088,1042675227367333888
368,1053973547704573954,1115468692068941825,1105574730923429888
369,1035339506780708865,1108452656815706112,1105659766456487936
370,1037469340835012608,1108525668885770240,1109870593707515911
371,1053635490073722880,1109962745233981441,1063451208071999494
372,1054690523137617920,1107378854123974657,1061654643028226050
373,1058565520499195905,1115411938849239045,1109746347979108353
374,1109590545750462464,1107497349872603137,1109182977207087108
375,1056602198027763712,1109188108740894721,1113043187361374208
376,1051490700531916800,1054566998888202240,1114750222721323008
377,1024290247822192640,1053783002914926593,1107369806548922368
378,1114625496468328449,1053431443102195713,1115162314976649216
379,1106622103300857856,1056398659246530560,1057713424770183168
380,1116359719441051649,1113492628815978497,1044710394596675584
381,1107730123720216577,1107516129927258112,1105564380073287680
382,1108899430428753926,1062443212436987904,1061008117465530370
383,1107321067499147265,1046121216224972801,1109124614331027457
384,1062234052135071746,1114711485559627776,1107749196659130369
385,1044328191186403335,1035480844616519680,1107819018835103745
386,1114014351118172160,1106523769143607299,1105098234182029315
387,1108545567569989632,1044434900684689409,1061808305574764545
388,1050035984186974208,1113432131097722880,1109294906084937728
389,1051473851169660928,1115611901902241792,1044626313494110208
390,1064379811861315589,1050983232932593664,1054366937113743360
391,1107829276068339712,1057389336335917056,1107354238584274944
392,1054553966628012032,1024298461737431040,1062350493135982592
393,1113468671890984960,1058760148691361792,1057075711708725253
394,1108353683509706752,1113127368581758976,1045937256425553921
395,1043501570489573376,1115671751260872706,1107347655347314688
396,1105730340809830400,1105176928200376321,1106602466341195776
397,1115149887543349248,1110287361626247168,1105218375435862023
398,1115107741104840705,1035186301170012161,1110516280673660928
399,1024023527228432386,1047056014300893188,1042240922895953920
400,1057650763822981120,1056359048117837825,1036211780253569024
401,1114945293315973122,1108781250381266945,1042283831284379649
402,1114605662103846915,1114728334917865472,1115797154784776193
403,1035928862805450756,1023954804798717952,1053993860123242498
404,1025113422172573696,1106571491016089601,1113612772724682753
405,1042018092698746882,1059469120360640512,1110377938493599747
406,1055984240079392768,1052616853095415809,1056975193715826688
407,1107719907288977408,1114806815773138944,1106692998312665091
408,1116858592894902273,1049770703438995456,1113619729627979776
409,1115902877371908096,1044572332260569088,1110342878327439365
410,1044693668400164868,1105231952536317952,1054145779172954112
411,1107885553515724800,1114725981418344448,1055899608000446465
412,1110230973197758464,1116523388724482048,1056899209541038080
413,1105817124243734529,1108236928351195136,1114280112894169093
414,1117056774853603328,1107444102315081728,1115902657229619202
415,1108265767013937152,1046224483495739392,1049935344538460160
416,1063957402930872320,1110016021375713282,1110349746495983623
417,1108137329678565376,1058042397484036096,1109957939715018757
418,1105744137419149312,1054544080510898176,1046268564863238144
419,1056280593649033216,1107722303972925440,1114769006882361344
420,1042055334163111937,1114897952768712709,1105293057866506240
421,1035529292409712641,1114219186094579712,1114074102875213824
422,1051314771398717441,1114309252158500865,1113225736331067399
423,1107902015638663168,1053851672680771584,1110221273416646658
424,1061711678302240769,1105145552080121858,1058113465754247168
425,1107078103778689024,1050354924884844545,1116865207761022977
426,1116763430462029824,1042928545000054784,1056247093340196866
427,1046515083239555075,1061272380247625730,1115437072679153667
428,1059532821994397697,1110501554635894785,1046904447098544128
429,1107700843439185921,1056944317758103552,1024257705244946433
430,1024056839489576961,1058685630958301185,1105620416469585920
431,1037396055204265984,1114421280348839936,1063901397085839360
432,1058539581090529280,1105664086996471808,1113131674722807808
433,1034759440686346240,1060860961811259392,1057338230230671367
434,1035338285932077056,1113131887776747521,1058091473944625152
435,1113853146751750146,1114690566833360896,1107677359652642816
436,1105367103908048896,1049867430208655360,1115521882651004928
437,1110378111772745729,1106580780308983810,1114714897319960576
438,1058861568136495106,1113670474670669825,1054707009780625408
439,1050110197656641537,1114004813560406016,1106742580568621057
440,1064166398543441920,1106991937414823936,1115142495292334080
441,1107753827611131905,1108564395011915777,1056522297559998465
442,1036053609669177346,1041694184707567617,1064171396597784581
443,1062434343765925889,1114649731295215618,1050396636936118272
444,1113512893394378752,1050373090256056320,1106748819683848192
445,1105838756811165699,1109617388310290433,1106995269093285888
446,1105357613661736961,1107018662588882945,1115308624467955719
447,1114256524954804226,1116314459881005056,1115640415204593669
448,1113358422274125824,1108005257160916995,1116052760569548802
449,1107338481376870400,1035326559350087680,1105476517482688514
450,1107779407186407424,1109701676888440832,1108783548155219969
451,1109933320945762304,1036102447561887745,1050128502840651776
452,1109260068309078016,1044718556200480769,1108075827252600832
453,1116362802615033856,1056561561102376961,1113699622344482816
454,1108627875853414400,1115017441946603520,1046414021891706882
455,1055318845655724032,1105564764145627136,1044571737512390656
456,1050585149539307520,1115806079219314688,1105285356566519808
457,1043373366206517249,1107519771497517057,1044325195232595969
458,1047193094150610946,1106929066236657664,1050852403044605954
459,1108718848738553856,1054095436024307712,1055244911828713473
460,1024054557989654534,1108729996485500938,1105404678303608832
461,1107297844678086657,1044633589244059648,1058318853816664069
462,1052597637180993536,1056228387771969536,1115265995759923201
463,1115706545205964800,1106696436266217473,1113426589839241216
464,1110077688788733952,1062154238678065152,1024707445644570624
465,1114685922711429120,1037110754716143616,1105200347943981056
466,1057767335677886464,1053878913418461189,1045142651274752002
467,1105299379081170945,1109095000275599360,1044605884297437185
468,1113653492923674626,1055178626528768000,1058004651168149504
469,1057615971710451712,1047308696257269760,1110448774030204928
470,1037045514431279105,1050812762530689025,1108785071115460610
471,1105138133090238466,1114912991248388096,1109342411073994752
472,1107771995029229569,1052399551271841792,1115100350329917440
473,1043606900246491137,1109417880364437507,1056706402163572738
474,1051667555104911360,1105275194783002624,1105404680128118784
475,1113540283319246848,1050404733771485187,1057730888711241736
476,1114289499973005313,1115638107204771840,1057742077012905986
477,1056933528858963969,1113541334063824896,1113420387923255296
478,1115699913231355904,1114894198019428354,1051730252232318976
479,1035675518383861760,1114646008569446400,1053293279096139776
480,1114941784210042881,1106988371832913922,1108946044421705729
481,1053416064455970816,1061651512445743105,1114880304651673600
482,1114577543850545152,1114659147587497987,1024495306094854146
483,1115069188064722946,1043724009207201792,1061357037001543682
484,1052592729815900165,1115394341290176512,1107213413468565504
485,1113664722853871616,1037216299200507905,1063577167018156032
486,1109512999268687872,1044381035700531200,1056592261474082817
487,1050289102946529280,1043830485569458181,1116513011932512258
488,1041802184151719937,1109563705442729985,1043040487966474240
489,1057422185663348736,1114142242506145792,1108000770320850944
490,1044420078752518146,1109532009091747840,1024780876486455296
491,1045181442861477888,1116385923913195520,1054138944386990081
492,1042967287139954689,1062035635173756928,1044448193453412353
493,1115482819466354688,1117508321542574081,1117096158797676546
494,1105883091111956480,1037197077779042304,1114492136324341760
495,1105204590033530880,1113440957368635392,1037392512737001473
496,1063513953152761856,1114358926319935488,1057159059873378304
497,1113853411374448640,1046501830405107713,1053703953605525506
498,1053495671263768576,1061682217733242880,1053452042826670080
499,1115417681837084672,1051624108553883650,1115305784521392128
500,1107030991741337601,,1108398078468517890
501,1043579897644548097,,1058837374489292800
502,1115037425666019328,,
503,1042681361973358592,,
504,1114216074554347529,,
505,1105469408179380224,,
506,1115136998958870529,,
507,1063748973306028033,,
508,1116398931175456771,,
509,1043687110090416128,,
510,1107766944365715458,,
511,1108101058365145088,,
512,1116880468841050113,,
513,1058151882663911426,,
514,1107322442652008448,,
515,1107963228586500097,,
516,1058711358307553281,,
517,1054119490483408896,,
518,1035713247033348096,,
519,1058782152727252992,,
520,1109827431215611905,,
521,1117050237229596673,,
522,1113202633173499908,,
523,1117179865298554880,,
524,1106855229465731072,,
525,1057972152312496128,,
526,1105213237782552576,,
527,1042299045040087040,,
528,1056697968286425088,,
529,1035609444938276865,,
530,1107771743580667904,,
531,1063780466745065472,,
532,1108128380921303040,,
533,1045950985330290690,,
534,1107961451946209281,,
535,1024321326486499329,,
536,1050797374379941888,,
537,1114757260234952704,,
538,1115399051619573760,,
539,1062852220927008773,,
540,1034984657648070657,,
541,1114945212256800773,,
542,1115222182580359168,,
543,1110363910962663424,,
544,1043526440271208448,,
545,1059461500539207680,,
546,1061025840736145409,,
547,1053959331329310720,,
548,1116683270798958592,,
549,1062557802911027201,,
550,1108720529589051392,,
551,1114427719511490560,,
552,1109178724937719808,,
553,1047077090707853312,,
554,1117341477292662784,,
555,1053763763793547267,,
556,1113499046474342400,,
557,1042798312720662529,,
558,1042473611397869568,,
559,1108265985235144704,,
560,1062824606069940224,,
561,1106791315696771073,,
562,1114184359387570176,,
563,1107269682711678978,,
564,1110307706123046912,,
565,1058478068140896256,,
566,1110209972267335680,,
567,1116503223970476034,,
568,1050865972314161152,,
569,1115994828905570306,,
570,1117081409393291265,,
571,1113886629184376841,,
572,1115368316334272512,,
573,1046132885642780672,,
574,1108801435498676224,,
575,1034977343767363584,,
576,1057458295240384513,,
577,1110021018557415430,,
